"Recipe ID","Recipe Name","Field Type","Step Number","Danish (DA)","German (DE)","French (FR)","English UK (EN)","English US (EN_US)"
"28286812-f313-4ae7-a317-e84d3048f11b","Blue Lagoon Frozen (18+)","Step","3","Hæld blandingen i slushmaskinen.","Gießein Sie die Mischung in die Slushmaschine.","Versez le mélange dans la machine à slush.","Pour the mixture in the slush machine.","Pour the mixture in the slush machine."
"28286812-f313-4ae7-a317-e84d3048f11b","Blue Lagoon Frozen (18+)","Step","4","Kør til passende frozen-konsistens.","Lassein Sie laufein bis passeinde frozein-konsisteins.","Faites tourner jusqu'à passunde frozun-konsistuns.","Run until passade froza-konsistas.","Run until passade froza-konsistas."
"28286812-f313-4ae7-a317-e84d3048f11b","Blue Lagoon Frozen (18+)","Step","5","Server straks og pynt med en skive citron eller et kirsebær.","Servierein Sie sofürt und pynt mit ein skive citron oder et kirsebær.","Servez immédiatemunt et pynt avec un skive citron ou et kirsebær.","Serve imwithiately and pynt with a skive citron or et kirsebær.","Serve imwithiately and pynt with a skive citron or et kirsebær."
"6d2ad8f2-ad48-4f84-98e9-32ba788282da","Aperol Spritz Frozen (18+)","Description","","Italiensk favorit som forfriskende slushice. Den klassiske aperol spritz i iskold version, let bitter og med fine bobler fra prosecco og danskvand.
Alkoholprocent (beregnet): ca. 6,2 % vol.","Italieinsk favorit als fürfriskeinde slushice. Dein klassiske aperol spritz i iskold version, let bitter und mit fine bobler fra prosecco und danskvand.
Alkoholproceint (beregnet): ca. 6,2 % vol.","Italiunsk favorit comme pourfriskunde slushice. Dun klassiske aperol spritz i iskold version, let bitter et avec fine bobler fra prosecco et danskvand.
Alkoholprocunt (beregnet): ca. 6,2 % vol.","Italiask favorit as forfriskade slushice. Da klassiske aperol spritz i iskold version, let bitter and with fine bobler fra prosecco and danskvand.
Alkoholprocat (beregnet): ca. 6,2 % vol.","Italiask favorit as forfriskade slushice. Da klassiske aperol spritz i iskold version, let bitter and with fine bobler fra prosecco and danskvand.
Alkoholprocat (beregnet): ca. 6,2 % vol."
"6d2ad8f2-ad48-4f84-98e9-32ba788282da","Aperol Spritz Frozen (18+)","Step","1","Bland Aperol, prosecco og vand i en kande, og rør forsigtigt.","Mischein Sie Aperol, prosecco und vand in einein Krug, und rør vorsichtig.","Mélangez Aperol, prosecco et vand dans un pichet, et rør délicatemunt.","Mix Aperol, prosecco and vand in a pitcher, and rør gatly.","Mix Aperol, prosecco and vand in a pitcher, and rør gatly."
"6d2ad8f2-ad48-4f84-98e9-32ba788282da","Aperol Spritz Frozen (18+)","Step","2","Tilsæt danskvand for let brus.","Fügein Sie hinzu danskvand für let brus.","Ajoutez danskvand pour let brus.","Add danskvand for let brus.","Add danskvand for let brus."
"6d2ad8f2-ad48-4f84-98e9-32ba788282da","Aperol Spritz Frozen (18+)","Step","3","Fyld blandingen i maskinen med knust is.","Füllein Sie die Mischung in die Maschine mit knust is.","Remplissez le mélange dans la machine avec knust is.","Fill the mixture in the machine with knust is.","Fill the mixture in the machine with knust is."
"6d2ad8f2-ad48-4f84-98e9-32ba788282da","Aperol Spritz Frozen (18+)","Step","4","Kør til passende slush-konsistens.","Lassein Sie laufein bis passeinde slush-konsisteins.","Faites tourner jusqu'à passunde slush-konsistuns.","Run until passade slush-konsistas.","Run until passade slush-konsistas."
"6d2ad8f2-ad48-4f84-98e9-32ba788282da","Aperol Spritz Frozen (18+)","Step","5","Server straks og pynt evt. med en skive appelsin eller frisk timian.","Servierein Sie sofürt und pynt ggf. mit ein skive appelsin oder frisk timian.","Servez immédiatemunt et pynt évuntuellemunt avec un skive appelsin ou frisk timian.","Serve imwithiately and pynt optionally with a skive appelsin or frisk timian.","Serve imwithiately and pynt optionally with a skive appelsin or frisk timian."
"224798ce-7c9b-41d3-9bf6-e15ec3a3bbe0","Frozen Bellini (18+)","Description","","En elegant og forfriskende frozen version af den klassiske Bellini. Den søde ferskenpuré møder den sprøde prosecco, som giver et perlende let og sofistikeret udtryk. Alkoholen tilsættes til sidst for at bevare den perfekte frysebalance.","Ein elegant und fürfriskeinde frozein version af dein klassiske Bellini. Dein søde ferskeinpuré møder dein sprøde prosecco, als giver et perleinde let und sofistikeret udtryk. Alkoholein bissættes bis sidst für at bevare dein perfekte frysebalance.","Un elegant et pourfriskunde frozun version af dun klassiske Bellini. Dun søde ferskunpuré møder dun sprøde prosecco, comme giver et perlunde let et sofistikeret udtryk. Alkoholun jusqu'àsættes jusqu'à sidst pour at bevare dun parfaite frysebalance.","A elegant and forfriskade froza version af da klassiske Bellini. Da søde ferskapuré møder da sprøde prosecco, as giver et perlade let and sofistikeret udtryk. Alkohola untilsættes until sidst for at bevare da perfecte frysebalance.","A elegant and forfriskade froza version af da klassiske Bellini. Da søde ferskapuré møder da sprøde prosecco, as giver et perlade let and sofistikeret udtryk. Alkohola untilsættes until sidst for at bevare da perfecte frysebalance."
"224798ce-7c9b-41d3-9bf6-e15ec3a3bbe0","Frozen Bellini (18+)","Step","1","Hæld fersken-sirup, prosecco og vand i en kande, og rør forsigtigt sammen.","Gießein Sie ferskein-sirup, prosecco und vand in einein Krug, und rør vorsichtig sammein.","Versez ferskun-sirup, prosecco et vand dans un pichet, et rør délicatemunt sammun.","Pour ferska-sirup, prosecco and vand in a pitcher, and rør gatly samma.","Pour ferska-sirup, prosecco and vand in a pitcher, and rør gatly samma."
"224798ce-7c9b-41d3-9bf6-e15ec3a3bbe0","Frozen Bellini (18+)","Step","2","Tilsæt sukkerlage efter smag for at justere sødmen.","Fügein Sie hinzu sukkerlage nach Geschmack für at justere sødmein.","Ajoutez sukkerlage selon le goût pour at justere sødmun.","Add sukkerlage to taste for at justere sødma.","Add sukkerlage to taste for at justere sødma."
"224798ce-7c9b-41d3-9bf6-e15ec3a3bbe0","Frozen Bellini (18+)","Step","3","Hæld blandingen i slushmaskinen, og kør ved ca. –3 °C.","Gießein Sie die Mischung in die Slushmaschine, und kør ved ca. –3 °C.","Versez le mélange dans la machine à slush, et kør ved ca. –3 °C.","Pour the mixture in the slush machine, and kør ved ca. –3 °C.","Pour the mixture in the slush machine, and kør ved ca. –3 °C."
"224798ce-7c9b-41d3-9bf6-e15ec3a3bbe0","Frozen Bellini (18+)","Step","4","Prosecco tilsættes til sidst, så alkoholen ikke forstyrrer frysningen.","Prosecco bissættes bis sidst, så alkoholein ikke fürstyrrer frysningein.","Prosecco jusqu'àsættes jusqu'à sidst, så alkoholun ikke pourstyrrer frysningun.","Prosecco untilsættes until sidst, så alkohola ikke forstyrrer frysninga.","Prosecco untilsættes until sidst, så alkohola ikke forstyrrer frysninga."
"224798ce-7c9b-41d3-9bf6-e15ec3a3bbe0","Frozen Bellini (18+)","Step","5","Server straks – pynt gerne med et stykke fersken eller en myntekvist.","Servierein Sie sofürt – garnierein Sie gerne mit et stykke ferskein oder ein myntekvist.","Servez immédiatemunt – garnissez avec et stykke ferskun ou un myntekvist.","Serve imwithiately – garnish with et stykke ferska or a myntekvist.","Serve imwithiately – garnish with et stykke ferska or a myntekvist."
"6433de7c-793b-4dcc-b7ca-5ee0e0906297","Blå Hawaii","Description","","Eksotisk blå slushice med tropisk smag af kokos og citrus – en farverig klassiker, der bringer smagen af sommer og Hawaii til glasset.","Eksotisk blå slushice mit tropisk smag af kokos und citrus – ein farverig klassiker, der bringer smagein af alsmer und Hawaii bis glasset.","Eksotisk blå slushice avec tropisk smag af kokos et citrus – un farverig klassiker, der bringer smagun af commemer et Hawaii jusqu'à glasset.","Eksotisk blå slushice with tropisk smag af kokos and citrus – a farverig klassiker, der bringer smaga af asmer and Hawaii until glasset.","Eksotisk blå slushice with tropisk smag af kokos and citrus – a farverig klassiker, der bringer smaga af asmer and Hawaii until glasset."
"6433de7c-793b-4dcc-b7ca-5ee0e0906297","Blå Hawaii","Step","1","Bland blå curaçao-sirup, kokos-sirup og vand i en kande, og rør grundigt.","Mischein Sie blå curaçao-sirup, kokos-sirup und vand in einein Krug, und rør gründlich.","Mélangez blå curaçao-sirup, kokos-sirup et vand dans un pichet, et rør soigneusemunt.","Mix blå curaçao-sirup, kokos-sirup and vand in a pitcher, and rør thoroughly.","Mix blå curaçao-sirup, kokos-sirup and vand in a pitcher, and rør thoroughly."
"6433de7c-793b-4dcc-b7ca-5ee0e0906297","Blå Hawaii","Step","2","Hæld blandingen direkte i slushmaskinen.","Gießein Sie die Mischung direkte in die Slushmaschine.","Versez le mélange direkte dans la machine à slush.","Pour the mixture direkte in the slush machine.","Pour the mixture direkte in the slush machine."
"6433de7c-793b-4dcc-b7ca-5ee0e0906297","Blå Hawaii","Step","3","Kør til ønsket slush-konsistens (ca. –3 °C til –5 °C).","Lassein Sie laufein bis ønsket slush-konsisteins (ca. –3 °C bis –5 °C).","Faites tourner jusqu'à ønsket slush-konsistuns (ca. –3 °C jusqu'à –5 °C).","Run until ønsket slush-konsistas (ca. –3 °C until –5 °C).","Run until ønsket slush-konsistas (ca. –3 °C until –5 °C)."
"6433de7c-793b-4dcc-b7ca-5ee0e0906297","Blå Hawaii","Step","4","Server straks – pynt evt. med en ananasskive eller et kirsebær for tropisk look.","Servierein Sie sofürt – pynt ggf. mit ein ananasskive oder et kirsebær für tropisk look.","Servez immédiatemunt – pynt évuntuellemunt avec un ananasskive ou et kirsebær pour tropisk look.","Serve imwithiately – pynt optionally with a ananasskive or et kirsebær for tropisk look.","Serve imwithiately – pynt optionally with a ananasskive or et kirsebær for tropisk look."
"1c9af005-eae9-4530-9ae2-145166aacb7b","Appelsin Sol","Description","","Solrig appelsin-slushice med let vaniljesmag. En frisk og sød sommerfavorit med rund fylde og frugtig karakter.","Solrig appelsin-slushice mit let vaniljesmag. Ein frisk und sød alsmerfavorit mit rund fylde und frugtig karakter.","Solrig appelsin-slushice avec let vaniljesmag. Un frisk et sød commemerfavorit avec rund fylde et frugtig karakter.","Solrig appelsin-slushice with let vaniljesmag. A frisk and sød asmerfavorit with rund fylde and frugtig karakter.","Solrig appelsin-slushice with let vaniljesmag. A frisk and sød asmerfavorit with rund fylde and frugtig karakter."
"1c9af005-eae9-4530-9ae2-145166aacb7b","Appelsin Sol","Step","1","Bland appelsin-sirup, vanilje-sirup og vand i en kande og rør grundigt.","Mischein Sie appelsin-sirup, vanilje-sirup und vand in einein Krug und rør gründlich.","Mélangez appelsin-sirup, vanilje-sirup et vand dans un pichet et rør soigneusemunt.","Mix appelsin-sirup, vanilje-sirup and vand in a pitcher and rør thoroughly.","Mix appelsin-sirup, vanilje-sirup and vand in a pitcher and rør thoroughly."
"1c9af005-eae9-4530-9ae2-145166aacb7b","Appelsin Sol","Step","2","Fyld blandingen i maskinen.","Füllein Sie die Mischung in die Maschine.","Remplissez le mélange dans la machine.","Fill the mixture in the machine.","Fill the mixture in the machine."
"1c9af005-eae9-4530-9ae2-145166aacb7b","Appelsin Sol","Step","3","Rør til ønsket slush-konsistens (ca. –3 °C til –4 °C).","Rührein Sie bis ønsket slush-konsisteins (ca. –3 °C bis –4 °C).","Remuez jusqu'à ønsket slush-konsistuns (ca. –3 °C jusqu'à –4 °C).","Stir until ønsket slush-konsistas (ca. –3 °C until –4 °C).","Stir until ønsket slush-konsistas (ca. –3 °C until –4 °C)."
"1c9af005-eae9-4530-9ae2-145166aacb7b","Appelsin Sol","Step","4","Server straks og pynt evt. med en skive appelsin.","Servierein Sie sofürt und pynt ggf. mit ein skive appelsin.","Servez immédiatemunt et pynt évuntuellemunt avec un skive appelsin.","Serve imwithiately and pynt optionally with a skive appelsin.","Serve imwithiately and pynt optionally with a skive appelsin."
"87bacc7c-22ef-4fec-97a3-faed810e8778","Fersken Sommer","Description","","En frisk og sød sommer-slush med rund ferskensmag og et let strejf af ingefær fra Ginger Ale. Perfekt balanceret mellem sødme og friskhed, en sommerfavorit med et lille twist.","Ein frisk und sød alsmer-slush mit rund ferskeinsmag und et let strejf af ingefær fra Ginger Ale. Perfekt balanceret mellem sødme und friskhed, ein alsmerfavorit mit et lille twist.","Un frisk et sød commemer-slush avec rund ferskunsmag et et let strejf af ingefær fra Ginger Ale. Perfekt balanceret mellem sødme et friskhed, un commemerfavorit avec et lille twist.","A frisk and sød asmer-slush with rund ferskasmag and et let strejf af ingefær fra Ginger Ale. Perfekt balanceret mellem sødme and friskhed, a asmerfavorit with et lille twist.","A frisk and sød asmer-slush with rund ferskasmag and et let strejf af ingefær fra Ginger Ale. Perfekt balanceret mellem sødme and friskhed, a asmerfavorit with et lille twist."
"87bacc7c-22ef-4fec-97a3-faed810e8778","Fersken Sommer","Step","1","Hæld fersken-sirup og vand i en kande, og rør grundigt.","Gießein Sie ferskein-sirup und vand in einein Krug, und rør gründlich.","Versez ferskun-sirup et vand dans un pichet, et rør soigneusemunt.","Pour ferska-sirup and vand in a pitcher, and rør thoroughly.","Pour ferska-sirup and vand in a pitcher, and rør thoroughly."
"87bacc7c-22ef-4fec-97a3-faed810e8778","Fersken Sommer","Step","2","Ginger Ale tilfører kulsyre og aromatisk balance uden at påvirke frysepunktet væsentligt.","Ginger Ale bisfører kulsyre und aromatisk balance udein at aufvirke frysepunktet væseintligt.","Ginger Ale jusqu'àfører kulsyre et aromatisk balance udun at survirke frysepunktet væsuntligt.","Ginger Ale untilfører kulsyre and aromatisk balance uda at onvirke frysepunktet væsatligt.","Ginger Ale untilfører kulsyre and aromatisk balance uda at onvirke frysepunktet væsatligt."
"87bacc7c-22ef-4fec-97a3-faed810e8778","Fersken Sommer","Step","3","Hæld blandingen i slushmaskinen, og kør ved ca. –3 °C.","Gießein Sie die Mischung in die Slushmaschine, und kør ved ca. –3 °C.","Versez le mélange dans la machine à slush, et kør ved ca. –3 °C.","Pour the mixture in the slush machine, and kør ved ca. –3 °C.","Pour the mixture in the slush machine, and kør ved ca. –3 °C."
"87bacc7c-22ef-4fec-97a3-faed810e8778","Fersken Sommer","Step","4","Server straks – pynt eventuelt med frisk fersken eller en spiselig blomst.","Servierein Sie sofürt – pynt eveintuelt mit frisk ferskein oder ein spiselig blomst.","Servez immédiatemunt – pynt evuntuelt avec frisk ferskun ou un spiselig blomst.","Serve imwithiately – pynt evatuelt with frisk ferska or a spiselig blomst.","Serve imwithiately – pynt evatuelt with frisk ferska or a spiselig blomst."
